EEG0,EEG1,EEG2,EEG3,EEG4,EEG5,EEG6,EEG7,EEG8,EEG9,EEG10,EEG11,EEG12,EEG13,EEG14,EEG15
2266.6594,14799.874,19154.46,15542.554,3431.4973,17118.951,23738.568,8705.513,19520.125,25772.727,19673.365,18525.83,41586.926,4482.0684,14519.798,18576.338
2258.3003,14800.567,19139.543,15514.58,3431.5703,17102.562,23728.238,8698.54,19525.15,25756.13,19660.041,18535.32,41592.22,4478.698,14514.03,18562.734
2260.0037,14814.853,19145.762,15542.115,3446.4028,17102.488,23742.193,8678.488,19519.748,25775.83,19697.615,18545.164,41608.777,4488.9556,14531.795,18570.947
2258.1663,14810.423,19144.156,15539.962,3440.4893,17110.385,23740.32,8710.647,19514.82,25770.793,19685.217,18537.705,41598.63,4479.051,14524.738,18576.143
2263.9946,14799.825,19148.852,15543.588,3442.363,17111.457,23735.04,8712.776,19522.072,25770.865,19678.256,18538.812,41579.188,4483.6016,14522.183,18571.082
2256.0735,14797.246,19141.637,15538.964,3442.935,17102.307,23733.86,8700.561,19520.77,25766.291,19664.52,18542.098,41589.734,4487.4346,14520.26,18570.193
2256.2195,14796.394,19140.36,15537.845,3433.6267,17106.322,23730.586,8696.338,19516.535,25767.35,19677.441,18527.887,41575.023,4480.669,14514.627,18563.111
2257.0713,14784.068,19141.076,15532.674,3426.8735,17108.621,23730.355,8692.408,19513.592,25762.848,19667.963,18522.252,41592.33,4476.8,14511.086,18569.998
2254.4553,14778.678,19139.69,15533.513,3427.7498,17098.352,23726.133,8693.138,19511.863,25756.033,19669.812,18525.209,41592.01,4480.742,14506.085,18568.502
2252.7517,14787.062,19138.072,15526.869,3423.2964,17100.469,23730.355,8693.795,19507.191,25756.312,19640.56,18515.596,41582.715,4471.811,14506.328,18567.87
2256.8645,14779.772,19136.781,15528.402,3414.4749,17102.842,23730.307,8681.566,19504.586,25763.188,19688.879,18505.887,41586.875,4472.59,14509.979,18566.908
2269.8474,14796.759,19150.701,15546.728,3436.401,17113.684,23741.379,8704.138,19515.646,25771.17,19693.648,18528.566,41602.56,4483.139,14517.547,18572.748
2250.2695,14789.641,19124.127,15533.416,3415.1804,17085.674,23729.004,8694.842,19498.662,25740.934,19672.574,18508.516,41576.91,4458.889,14499.965,18555.566
2260.4905,14788.022,19139.727,15544.95,3422.6758,17102.27,23737.717,8687.14,19518.629,25775.758,19690.375,18525.914,41597.266,4477.165,14523.205,18565.18
2252.7395,14783.666,19130.078,15528.269,3424.1602,17093.059,23729.88,8694.33,19506.484,25757.652,19665.639,18518.213,41597.594,4468.6353,14504.491,18550.25
